Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
know,1,3,"[0, 19, 31, 33, 45, 55, 56, 67, 71, 73, 83, 87, 91, 93, 95, 107, 121, 127, 179, 183, 186, 254, 258, 274, 280, 284, 290, 353, 354, 356, 366, 368, 382, 386, 402, 414, 438, 445, 447, 451, 495, 497, 499, 503, 505, 507, 509, 531, 538, 542, 544, 548, 568, 576, 578, 582, 584, 586, 652]","[3, 28, 34, 40, 46, 48, 50, 52, 58, 62, 64, 66, 80, 90, 106, 132, 140, 146, 148, 156, 162, 166, 170, 174, 209, 211, 213, 223, 225, 227, 237, 239, 241, 243, 245, 255, 257, 261, 263, 267, 269, 271, 300, 302, 310, 328, 330, 338, 340, 352, 391, 455, 459, 461, 463, 465, 467, 477, 488, 490, 494, 514, 516, 518, 520, 522, 524, 526, 535, 563, 573, 599, 601, 603, 609, 619, 621, 623, 625, 629, 631, 639, 641, 647, 657, 659, 661, 663, 667, 669]",SYX3.tsv,S0282,S0646
put,1,3,"[0, 56, 87, 284, 293, 396, 416, 479, 666]","[3, 104, 114, 146, 217, 512, 655, 667, 312]",SYX3.tsv,S0282,S0646
that the,2,8,"[0, 73]","[8, 10, 641]",SYX3.tsv,S0282,S0646
that they,2,8,"[0, 107, 295, 358, 366, 416, 497]","[8, 172, 269, 300, 306]",SYX3.tsv,S0282,S0646
i think,2,10,"[0, 31, 33, 67, 71, 83, 87, 95, 107, 185, 186, 266, 272, 278, 284, 293, 358, 362, 364, 382, 406, 503, 568, 574, 576, 584]","[10, 58, 132, 166, 209, 213, 227, 257, 261, 263, 269, 300, 306, 316, 328, 463, 486, 512, 518, 559, 569, 573, 619, 621, 657, 661, 669]",SYX3.tsv,S0282,S0646
and i,2,10,"[0, 31, 56, 67, 73, 83, 87, 95, 113, 284, 382, 495, 497, 501, 503, 507, 511, 536, 582, 584]","[10, 140, 211, 223, 261, 300, 310, 316, 322, 330, 453, 463, 559, 569, 599, 619, 477, 573, 603]",SYX3.tsv,S0282,S0646
which be,2,10,"[0, 31, 67, 83, 179, 284, 394, 542, 582]","[10, 621]",SYX3.tsv,S0282,S0646
as well,2,10,"[0, 7, 13, 55, 87, 159, 347, 542]","[10, 58, 235, 239]",SYX3.tsv,S0282,S0646
and actually,2,10,"[0, 87, 179, 384, 396, 542, 648]","[10, 38]",SYX3.tsv,S0282,S0646
say,1,10,"[0, 4, 23, 31, 55, 56, 67, 73, 87, 91, 113, 179, 185, 280, 284, 293, 353, 354, 356, 368, 402, 444, 445, 447, 451, 479, 497, 507, 568, 588]","[10, 16, 52, 62, 80, 142, 166, 176, 191, 211, 217, 239, 261, 269, 300, 310, 316, 318, 352, 429, 452, 459, 482, 518, 524, 526, 573, 595, 332, 391]",SYX3.tsv,S0282,S0646
interest,1,10,"[0, 73]","[10, 581]",SYX3.tsv,S0282,S0646
like that,2,12,"[0, 55, 56, 576]","[12, 465]",SYX3.tsv,S0282,S0646
yes,1,14,"[0, 23, 143, 347, 354, 374, 515, 523]","[14, 304, 316, 573]",SYX3.tsv,S0282,S0646
erm and,2,16,"[0, 55, 56, 67, 73, 83, 87, 109, 113, 179, 280, 356, 370, 499, 501, 503, 505, 542, 544, 548]","[16, 62, 213, 300, 306, 310, 316, 467, 476, 524, 573]",SYX3.tsv,S0282,S0646
one,1,16,"[0, 83, 179, 186, 272, 354, 356, 362, 507, 531, 548, 576]","[16, 74, 142, 154, 223, 227, 245, 253, 261, 267, 300, 340, 409, 421, 459, 463, 465, 490, 599, 601, 631, 633]",SYX3.tsv,S0282,S0646
cancer,1,16,"[0, 73, 81, 83, 91, 121, 123, 125, 127, 177, 179, 186, 200, 272, 278, 280, 284, 293, 353, 362, 366, 368, 384, 398, 447, 536, 538, 542, 582]","[16, 34, 52, 58, 102, 140, 148, 176, 201, 211, 217, 241, 243, 253, 261, 267, 269, 300, 316, 320, 322, 332, 352, 371, 373, 391, 601, 631]",SYX3.tsv,S0282,S0646
less,1,16,"[0, 574]",[16],SYX3.tsv,S0282,S0646
at all,2,28,"[0, 73, 388]","[28, 443, 461, 561, 563]",SYX3.tsv,S0282,S0646
don't know,2,28,"[0, 19, 31, 91, 95, 107, 121, 127, 258, 280, 290, 382, 402, 507]","[28, 64, 40, 46, 106, 455]",SYX3.tsv,S0282,S0646
their body,2,30,[0],[30],SYX3.tsv,S0282,S0646
we're,1,30,"[0, 574]","[30, 50, 239, 518]",SYX3.tsv,S0282,S0646
body,1,30,"[0, 33, 87, 548, 574, 576]","[30, 48, 203, 247]",SYX3.tsv,S0282,S0646
the other,2,34,"[0, 43, 55, 366, 503, 538, 542, 566, 576]","[34, 46, 142, 267, 599]",SYX3.tsv,S0282,S0646
to be,2,34,"[0, 27, 43, 67, 87, 177, 179, 185, 272, 366]","[34, 50, 170, 172, 205, 223, 265, 269, 310, 452, 559]",SYX3.tsv,S0282,S0646
all the,2,38,"[0, 83, 87, 293, 503, 576]","[38, 46, 48, 94, 152, 310, 467, 477, 611]",SYX3.tsv,S0282,S0646
i don't know,3,40,"[0, 31, 91, 95, 107, 121, 127, 258, 280, 382, 402, 507]","[40, 46, 106, 455]",SYX3.tsv,S0282,S0646
people be,2,40,"[0, 49, 71]","[40, 298, 512]",SYX3.tsv,S0282,S0646
stuff,1,40,"[0, 56, 57, 177, 179, 186, 447, 503, 542, 576]","[40, 52, 227]",SYX3.tsv,S0282,S0646
read,1,40,"[0, 503, 576, 582]","[40, 524, 134]",SYX3.tsv,S0282,S0646
women,1,46,"[0, 13, 19, 23, 27, 31, 45, 56, 57, 83, 91, 113, 121, 125, 406, 503, 542, 544, 576, 580, 648]","[46, 74, 114, 140, 142, 239, 241, 267, 269, 573, 629, 643]",SYX3.tsv,S0282,S0646
about body,2,48,[0],[48],SYX3.tsv,S0282,S0646
something,1,48,"[0, 7, 45, 73, 83, 186, 293, 366, 398, 542]","[48, 80, 132, 193, 217, 465, 571, 573]",SYX3.tsv,S0282,S0646
there's,1,48,"[0, 71, 91, 121, 127, 278, 368, 382, 384, 402, 542, 578, 638]","[48, 52, 62, 271, 421, 486, 526, 669]",SYX3.tsv,S0282,S0646
and erm,2,52,"[0, 73, 83, 87, 542]","[52, 306, 332, 467, 476, 518, 573, 599, 656, 659]",SYX3.tsv,S0282,S0646
can't,1,52,"[0, 19, 87, 89, 107, 284, 479, 503, 568]","[52, 267, 490, 494, 563, 168, 453]",SYX3.tsv,S0282,S0646
gonna,1,52,"[0, 4, 19, 177, 186, 280]","[52, 475, 477]",SYX3.tsv,S0282,S0646
cancer and,2,58,"[0, 91, 125, 177, 284, 366]","[58, 140, 316]",SYX3.tsv,S0282,S0646
the cancers,2,62,[0],[62],SYX3.tsv,S0282,S0646
and our,2,64,[0],[64],SYX3.tsv,S0282,S0646
talk,1,64,"[0, 284, 503, 542]",[64],SYX3.tsv,S0282,S0646
be go to,3,80,"[0, 358, 366]",[80],SYX3.tsv,S0282,S0646
be go,2,80,"[0, 45, 73, 87, 544]",[80],SYX3.tsv,S0282,S0646
know what,2,80,"[0, 67, 121, 179, 183, 284, 447, 499, 503, 586]","[80, 166, 174]",SYX3.tsv,S0282,S0646
tape,1,80,[0],[80],SYX3.tsv,S0282,S0646
symptoms,1,80,"[0, 73, 177, 179, 183, 186, 293, 366, 536, 576, 582]","[80, 146, 176, 207, 330, 518, 144, 174, 201]",SYX3.tsv,S0282,S0646
young,1,80,"[0, 13, 19, 43, 45, 95, 507, 574]",[80],SYX3.tsv,S0282,S0646
okay,1,86,"[0, 31, 73, 83, 507]","[86, 300, 310, 359, 405, 421, 435, 557, 559]",SYX3.tsv,S0282,S0646
that and,2,104,"[0, 56, 87, 576]","[104, 310]",SYX3.tsv,S0282,S0646
call,1,104,"[0, 45, 87, 445, 582]","[104, 148, 245]",SYX3.tsv,S0282,S0646
so i,2,132,"[0, 57, 71, 83, 87, 127, 185, 505, 507, 509]","[132, 140, 209, 213, 257, 269, 310, 324, 348, 629, 657, 573]",SYX3.tsv,S0282,S0646
and the,2,134,"[0, 7, 55, 67, 73, 125, 284, 362, 368, 479, 495]","[134, 300, 310, 453, 477]",SYX3.tsv,S0282,S0646
read that,2,134,[0],[134],SYX3.tsv,S0282,S0646
cancers and,2,142,[0],[142],SYX3.tsv,S0282,S0646
about the,2,142,"[0, 33, 284, 544]",[142],SYX3.tsv,S0282,S0646
the symptoms,2,144,"[0, 183, 293, 576, 582]","[144, 174]",SYX3.tsv,S0282,S0646
what the,2,144,"[0, 121, 479]","[144, 174]",SYX3.tsv,S0282,S0646
particular,1,146,"[0, 31, 43]",[146],SYX3.tsv,S0282,S0646
erm in,2,148,"[0, 356]","[148, 172]",SYX3.tsv,S0282,S0646
in the,2,148,"[0, 67, 113, 125, 127, 280, 284, 353, 354, 382, 416, 451, 479, 503, 576, 582, 648, 666]","[148, 172, 203, 217, 459, 623, 645, 655, 667]",SYX3.tsv,S0282,S0646
the case,2,148,"[0, 43]","[148, 172]",SYX3.tsv,S0282,S0646
be not,2,162,"[0, 43, 95, 183, 479, 588]","[162, 201, 251, 253, 257, 573]",SYX3.tsv,S0282,S0646
talk about,2,168,"[0, 284, 503, 542]","[168, 569, 573]",SYX3.tsv,S0282,S0646
can't even,2,168,[0],[168],SYX3.tsv,S0282,S0646
awareness,1,168,"[0, 91, 97, 127]",[168],SYX3.tsv,S0282,S0646
of have,2,176,"[0, 83, 293]","[176, 452]",SYX3.tsv,S0282,S0646
symptoms of,2,176,"[0, 179, 536, 582]","[176, 201]",SYX3.tsv,S0282,S0646
erm er,2,203,"[0, 73]","[203, 332]",SYX3.tsv,S0282,S0646
the body,2,203,"[0, 33]",[203],SYX3.tsv,S0282,S0646
actually be,2,207,[0],[207],SYX3.tsv,S0282,S0646
start,1,213,"[0, 83, 366, 368, 394, 582]","[213, 453]",SYX3.tsv,S0282,S0646
it have,2,217,"[0, 280, 286, 497, 576]","[217, 255]",SYX3.tsv,S0282,S0646
felt,1,223,"[0, 576]",[223],SYX3.tsv,S0282,S0646
that one,2,227,[0],[227],SYX3.tsv,S0282,S0646
will be,2,227,"[0, 87]","[227, 261]",SYX3.tsv,S0282,S0646
other thing,2,227,"[0, 43, 503, 542]",[227],SYX3.tsv,S0282,S0646
when you,2,227,"[0, 4, 43, 56, 386, 574]","[227, 379, 467]",SYX3.tsv,S0282,S0646
months,1,237,"[0, 73, 499]",[237],SYX3.tsv,S0282,S0646
that as well,3,239,[0],[239],SYX3.tsv,S0282,S0646
and that,2,241,"[0, 23, 45, 276, 356, 648]","[241, 657]",SYX3.tsv,S0282,S0646
two,1,245,"[0, 45, 71, 85, 87, 186]","[245, 306, 465, 601]",SYX3.tsv,S0282,S0646
that as,2,257,[0],[257],SYX3.tsv,S0282,S0646
know the,2,257,[0],"[257, 467]",SYX3.tsv,S0282,S0646
turn,1,267,"[0, 67, 87, 177, 272, 284, 576]",[267],SYX3.tsv,S0282,S0646
of cancer,2,269,"[0, 127, 362, 536]","[269, 316, 322]",SYX3.tsv,S0282,S0646
amongst,1,271,[0],[271],SYX3.tsv,S0282,S0646
on a,2,306,"[0, 87, 652]","[306, 310, 595]",SYX3.tsv,S0282,S0646
they put,2,312,"[0, 293, 416]",[312],SYX3.tsv,S0282,S0646
of cancer and,3,316,[0],[316],SYX3.tsv,S0282,S0646
if i,2,322,"[0, 23, 73]","[322, 330]",SYX3.tsv,S0282,S0646
be able,2,322,[0],[322],SYX3.tsv,S0282,S0646
able to,2,322,"[0, 23]",[322],SYX3.tsv,S0282,S0646
so erm,2,328,"[0, 33, 83, 113, 274, 282, 358, 481, 497, 505]","[328, 330, 336, 669]",SYX3.tsv,S0282,S0646
to know,2,328,[0],"[328, 338, 641]",SYX3.tsv,S0282,S0646
although,1,330,"[0, 67]",[330],SYX3.tsv,S0282,S0646
say it,2,332,"[0, 402, 507]","[332, 391]",SYX3.tsv,S0282,S0646
and be,2,338,"[0, 27, 55, 454]",[338],SYX3.tsv,S0282,S0646
even,1,371,"[0, 81, 179, 186, 284, 479, 568, 578]","[371, 421, 573, 453]",SYX3.tsv,S0282,S0646
in erm,2,379,"[0, 31]",[379],SYX3.tsv,S0282,S0646
research but,2,452,[0],[452],SYX3.tsv,S0282,S0646
involve,1,452,[0],[452],SYX3.tsv,S0282,S0646
research,1,452,[0],"[452, 453, 475, 477]",SYX3.tsv,S0282,S0646
i can't even,3,453,[0],[453],SYX3.tsv,S0282,S0646
years,1,459,"[0, 45, 56, 83, 85, 177, 280, 349, 366, 578, 582]","[459, 465, 467]",SYX3.tsv,S0282,S0646
one i think,3,463,[0],[463],SYX3.tsv,S0282,S0646
last,1,465,"[0, 87, 179, 542]",[465],SYX3.tsv,S0282,S0646
do this,2,475,[0],[475],SYX3.tsv,S0282,S0646
and i be,3,477,"[0, 67, 73]","[477, 603]",SYX3.tsv,S0282,S0646
and we're,2,518,[0],[518],SYX3.tsv,S0282,S0646
talk about be,3,569,[0],[569],SYX3.tsv,S0282,S0646
erm and i,3,573,"[0, 113, 501]",[573],SYX3.tsv,S0282,S0646
to talk about,3,573,"[0, 542]",[573],SYX3.tsv,S0282,S0646
so i don't,3,573,"[0, 127]",[573],SYX3.tsv,S0282,S0646
er er,2,573,"[0, 87]",[573],SYX3.tsv,S0282,S0646
i don't,2,663,"[0, 31, 87, 91, 95, 107, 121, 127, 179, 258, 274, 280, 284, 288, 295, 382, 402]",[663],SYX3.tsv,S0282,S0646
yeah,1,5,"[2, 11, 17, 35, 37, 39, 41, 51, 53, 55, 56, 63, 77, 79, 95, 105, 115, 117, 135, 137, 145, 147, 153, 155, 161, 165, 167, 173, 181, 194, 210, 216, 226, 228, 230, 232, 234, 236, 238, 240, 244, 246, 248, 250, 256, 262, 268, 270, 272, 299, 301, 309, 315, 317, 319, 323, 325, 327, 329, 331, 347, 364, 376, 380, 392, 394, 410, 424, 426, 428, 430, 432, 434, 468, 470, 474, 483, 485, 487, 489, 491, 493, 505, 513, 517, 519, 521, 525, 527, 534, 560, 562, 564, 570, 582, 594, 596, 598, 600, 604, 606, 608, 610, 612, 614, 616, 620, 624, 626, 628, 630, 632, 634, 636, 638, 640, 642, 646, 658, 662, 664, 668, 670]","[5, 8, 16, 20, 22, 24, 34, 44, 50, 68, 70, 72, 88, 92, 108, 110, 112, 122, 124, 126, 178, 182, 184, 187, 213, 273, 275, 281, 294, 296, 314, 330, 338, 355, 367, 381, 383, 385, 387, 395, 403, 407, 413, 415, 417, 419, 425, 437, 465, 480, 498, 500, 502, 504, 506, 508, 510, 512, 537, 539, 541, 547, 559, 571, 573, 577, 579, 583, 585, 587, 589, 619, 649, 653]",SYX3.tsv,S0282,S0646
doctor and,2,4,"[4, 87]","[1, 16, 64]",SYX3.tsv,S0282,S0646
doctor,1,8,"[4, 7, 19, 23, 56, 67, 73, 83, 87, 177, 179, 183, 185, 499, 507, 584]","[8, 257, 271, 431, 16, 64, 211, 227, 10]",SYX3.tsv,S0282,S0646
and then when,3,10,"[4, 366]",[10],SYX3.tsv,S0282,S0646
the doctor,2,10,"[4, 7, 19, 56, 67, 73, 83, 87, 185]","[10, 211, 227]",SYX3.tsv,S0282,S0646
gonna have to,3,52,[4],[52],SYX3.tsv,S0282,S0646
you go,2,52,"[4, 179, 303, 396, 588]",[52],SYX3.tsv,S0282,S0646
go and,2,64,"[4, 73, 179, 652]","[64, 332]",SYX3.tsv,S0282,S0646
see,1,64,"[4, 55, 67, 87, 185, 358, 360, 382, 398, 447, 566]","[64, 193, 314, 322, 377, 516]",SYX3.tsv,S0282,S0646
and they,2,94,"[4, 55, 87, 179, 284, 293, 366, 576]","[94, 227, 314, 391, 601, 605, 310]",SYX3.tsv,S0282,S0646
i'm,1,122,"[4, 73, 87, 125, 186, 274, 280, 284, 293, 347, 368, 382, 503, 509, 648]","[122, 166, 306, 310, 477, 629, 639, 657]",SYX3.tsv,S0282,S0646
afraid,1,146,[4],[146],SYX3.tsv,S0282,S0646
and then,2,164,"[4, 43, 55, 67, 73, 83, 87, 284, 303, 358, 366, 396, 416, 418, 445, 447, 451, 548, 558]","[164, 176, 191, 217, 306, 645]",SYX3.tsv,S0282,S0646
back,1,164,"[4, 67, 73, 87, 179, 349, 382, 445, 449, 576, 586]","[164, 211, 217, 310, 316, 334, 348, 601, 619, 635]",SYX3.tsv,S0282,S0646
have to,2,166,"[4, 56, 67, 87, 284, 416, 445, 447, 451, 538]","[166, 205, 265, 269, 467, 475]",SYX3.tsv,S0282,S0646
they say,2,300,"[4, 31, 284, 507]","[300, 316, 318, 310]",SYX3.tsv,S0282,S0646
and they say,3,310,"[4, 284]",[310],SYX3.tsv,S0282,S0646
see the,2,377,"[4, 67]",[377],SYX3.tsv,S0282,S0646
i'm gonna,2,477,"[4, 186]",[477],SYX3.tsv,S0282,S0646
passage,1,657,[4],[657],SYX3.tsv,S0282,S0646
sort of,2,34,"[6, 43, 45, 55, 56, 67, 71, 73, 83, 87, 177, 179, 282, 293, 354, 356, 364, 382, 396, 402, 404, 451, 464, 503, 505, 507, 576]","[34, 48, 50, 62, 80, 219, 269, 310, 314, 326, 363, 459, 467, 488, 520, 573, 663]",SYX3.tsv,S0282,S0646
and you,2,52,"[6, 45, 179, 436, 503, 542, 586]","[52, 80, 168, 170, 213, 235, 257, 271, 310, 381, 467, 477, 484, 490, 609, 617, 623, 635]",SYX3.tsv,S0282,S0646
think oh,2,209,"[6, 71, 179, 497, 507, 584]","[209, 310, 463]",SYX3.tsv,S0282,S0646
you sort of,3,663,[6],[663],SYX3.tsv,S0282,S0646
language,1,7,"[7, 19, 33]","[1, 3, 8, 10, 146]",SYX3.tsv,S0282,S0646
kind of,2,7,"[7, 56, 57, 73, 83, 87, 127, 177, 179, 280, 293, 358, 366, 394, 396, 402, 404, 503, 544, 574, 576, 578, 580]","[3, 16, 50, 62, 140, 176, 213, 217, 223, 269, 271, 306, 310, 324, 328, 344, 452, 465, 484, 486, 563, 565, 571, 595, 599, 657]",SYX3.tsv,S0282,S0646
doctor use,2,8,[7],[8],SYX3.tsv,S0282,S0646
the the,2,34,"[7, 368, 402, 442]","[34, 201, 203, 452, 463]",SYX3.tsv,S0282,S0646
bite,1,132,"[7, 73, 83, 107, 177, 274, 293, 382, 497]","[132, 314, 322, 324, 352, 609, 637]",SYX3.tsv,S0282,S0646
a bite,2,176,"[7, 73, 83, 107, 177, 274, 293, 382, 497]","[176, 257, 306, 467]",SYX3.tsv,S0282,S0646
that's a,2,259,"[7, 73, 284, 333, 354]","[259, 639]",SYX3.tsv,S0282,S0646
kind,1,459,"[7, 56, 57, 73, 83, 87, 127, 177, 179, 280, 293, 358, 366, 394, 396, 402, 404, 503, 544, 574, 576, 578, 580]","[459, 595, 657]",SYX3.tsv,S0282,S0646
or something,2,465,"[7, 83, 186, 398]",[465],SYX3.tsv,S0282,S0646
baby,1,657,"[7, 31]","[657, 661]",SYX3.tsv,S0282,S0646
them be,2,13,[13],[3],SYX3.tsv,S0282,S0646
a lot,2,16,"[13, 87, 91, 113, 177, 406, 495, 507, 542, 648]",[16],SYX3.tsv,S0282,S0646
lot of,2,52,"[13, 87, 91, 113, 177, 406, 495, 507, 542, 648]","[52, 267, 453]",SYX3.tsv,S0282,S0646
of them,2,140,"[13, 576]","[140, 306, 465]",SYX3.tsv,S0282,S0646
a lot of,3,203,"[13, 87, 91, 113, 177, 406, 495, 507, 542, 648]","[203, 261, 453, 512, 559]",SYX3.tsv,S0282,S0646
and a,2,459,"[13, 83, 505]","[459, 601]",SYX3.tsv,S0282,S0646
because they,2,19,"[19, 576]","[1, 114]",SYX3.tsv,S0282,S0646
point,1,19,"[19, 73, 497, 586]","[1, 168, 306, 569, 571, 657, 661]",SYX3.tsv,S0282,S0646
perhaps,1,19,"[19, 31, 33, 45, 57, 73, 353, 505, 509, 544, 574, 638, 644, 648]","[12, 40, 48, 316, 639]",SYX3.tsv,S0282,S0646
they're,1,66,"[19, 43, 55, 71, 185, 266, 382, 388, 396, 398, 538, 582]","[66, 300, 314, 516, 559, 563]",SYX3.tsv,S0282,S0646
they think,2,114,"[19, 179, 183, 272]",[114],SYX3.tsv,S0282,S0646
be what,2,144,[19],[144],SYX3.tsv,S0282,S0646
picture,1,191,"[19, 43, 584]",[191],SYX3.tsv,S0282,S0646
show,1,261,"[19, 368]",[261],SYX3.tsv,S0282,S0646
think the,2,463,[19],"[463, 569]",SYX3.tsv,S0282,S0646
understand,1,132,"[21, 23, 479]","[132, 269]",SYX3.tsv,S0282,S0646
word,1,23,"[23, 177, 220]","[1, 3, 12, 16, 52, 300]",SYX3.tsv,S0282,S0646
would be,2,23,"[23, 67, 382]","[3, 148, 391, 657, 659, 322]",SYX3.tsv,S0282,S0646
would,1,23,"[23, 67, 73, 87, 113, 171, 280, 368, 382, 479, 497, 499, 582]","[3, 80, 114, 144, 148, 231, 322, 391, 423, 427, 452, 625, 657, 659]",SYX3.tsv,S0282,S0646
i mean,2,23,"[23, 27, 43, 53, 55, 91, 107, 177, 185, 272, 408, 436, 478, 479, 495, 503, 507, 536, 542, 568, 582, 590, 650]","[8, 14, 34, 46, 50, 52, 58, 74, 84, 98, 118, 130, 162, 201, 227, 267, 298, 306, 324, 348, 452, 486, 518, 524, 559, 571, 629, 639, 653]",SYX3.tsv,S0282,S0646
doctor i,2,23,[23],[10],SYX3.tsv,S0282,S0646
mean,1,23,"[23, 27, 43, 53, 55, 91, 107, 127, 177, 185, 272, 408, 436, 478, 479, 495, 503, 507, 531, 536, 542, 568, 582, 590, 650]","[10, 34, 168, 243, 310, 14, 46, 50, 58, 74, 84, 98, 118, 130, 162, 201, 227, 267, 298, 306, 324, 348, 452, 486, 518, 524, 559, 571, 629, 639, 653, 52]",SYX3.tsv,S0282,S0646
it be,2,23,"[23, 71, 83, 87, 107, 186, 272, 297, 356, 366, 368, 402, 445, 447, 495, 503, 507, 509, 576, 652]","[16, 34, 40, 217, 302, 306, 310, 324, 330, 429, 452, 459, 637, 219]",SYX3.tsv,S0282,S0646
be the,2,34,"[23, 27, 43, 179, 185, 442, 576, 648]","[34, 203, 225, 241, 318, 453, 475, 609, 615]",SYX3.tsv,S0282,S0646
conversely,1,40,[23],[40],SYX3.tsv,S0282,S0646
didn't use,2,48,[23],[48],SYX3.tsv,S0282,S0646
on the,2,50,"[23, 55, 56, 67, 87, 366, 503, 566, 576]","[50, 62, 132, 338, 559, 565]",SYX3.tsv,S0282,S0646
to say,2,52,"[23, 445, 447]","[52, 62, 80, 166, 316, 524, 573]",SYX3.tsv,S0282,S0646
have do,2,80,[23],"[80, 215]",SYX3.tsv,S0282,S0646
be a,2,140,"[23, 67, 83, 87, 107, 177, 179, 272, 274, 293, 356, 358, 366, 382, 394, 447, 548, 576, 578, 582]","[140, 148, 257, 306, 310, 316, 452, 526, 559]",SYX3.tsv,S0282,S0646
say oh,2,211,"[23, 73, 87, 113, 293, 356, 368]","[211, 316]",SYX3.tsv,S0282,S0646
that it,2,217,"[23, 127, 284, 356, 648]","[217, 219, 306]",SYX3.tsv,S0282,S0646
that it be,3,219,[23],"[219, 306]",SYX3.tsv,S0282,S0646
