Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
to see,2,663,"[3, 4, 663, 1001, 1423, 3479, 4846, 4943, 6609, 7869, 7878, 9526, 9905, 13403, 14665, 14666, 15630, 15631, 15632]",SUVQ.tsv
see you,2,1488,"[3, 4, 1488, 3893, 6121, 6123, 8813, 12216, 15630, 15631, 15632, 15634, 15636]",SUVQ.tsv
nice to,2,10288,"[4, 10288, 13889, 15631]",SUVQ.tsv
it's be,2,6,"[5, 6, 7, 10, 11, 3801, 4827, 4981, 5670, 8035, 12183, 12225, 12228, 14573, 14583]",SUVQ.tsv
it's be a,3,7,"[6, 7, 10, 11]",SUVQ.tsv
gonna,1,85,"[6, 85, 156, 159, 257, 274, 328, 442, 621, 637, 639, 769, 802, 833, 943, 953, 954, 956, 978, 1007, 1008, 1016, 1186, 1236, 1346, 1374, 1507, 1558, 1611, 1673, 1675, 1681, 1682, 1746, 1754, 1871, 1979, 2019, 2023, 2063, 2064, 2121, 2181, 2442, 2468, 2619, 2691, 2795, 3010, 3429, 3548, 3591, 3676, 3970, 3975, 3988, 4068, 4165, 4218, 4341, 4582, 4686, 4754, 4878, 4881, 4936, 5080, 5081, 5236, 5242, 5267, 5293, 5577, 5605, 5606, 5621, 5667, 5714, 5733, 5785, 5862, 5884, 5887, 5894, 5896, 5904, 5905, 5916, 6097, 6107, 6110, 6112, 6114, 6116, 6180, 6188, 6215, 6278, 6286, 6291, 6294, 6520, 6535, 6546, 6596, 6602, 6630, 6635, 6652, 6667, 6740, 6750, 6960, 6961, 7088, 7126, 7130, 7148, 7343, 7375, 7438, 7499, 7502, 7551, 7566, 7583, 7624, 7703, 7739, 7800, 7916, 8023, 8099, 8197, 8309, 8447, 8523, 8574, 8679, 8740, 8811, 8888, 9037, 9248, 9260, 9357, 9445, 9563, 9603, 9625, 9945, 9952, 10056, 10210, 10291, 10295, 10423, 10441, 10545, 10743, 10764, 10801, 10842, 10866, 10888, 10965, 10973, 10991, 11015, 11082, 11098, 11102, 11106, 11119, 11200, 11206, 11344, 11346, 11354, 11415, 11424, 11438, 11440, 11471, 11682, 11871, 11898, 12066, 12193, 12237, 12269, 12351, 12553, 12603, 12627, 12632, 12872, 12936, 12975, 13057, 13177, 13207, 13236, 13237, 13239, 13243, 13249, 13270, 13347, 13553, 13807, 13834, 13903, 13941, 13977, 14075, 14081, 14082, 14138, 14214, 14515, 14547, 14550, 14661, 14677, 14786, 15041, 15219, 15514, 15569, 15604, 15628]",SUVQ.tsv
long,1,42,"[6, 42, 51, 217, 222, 761, 764, 802, 1254, 1255, 1264, 1270, 1271, 1273, 1276, 1416, 1449, 1506, 1514, 1525, 2778, 2851, 3173, 3175, 3911, 3993, 4254, 4475, 4823, 4824, 5160, 5392, 5460, 5849, 5887, 6198, 6286, 6399, 6882, 7071, 7073, 7075, 7194, 7196, 7814, 7845, 7846, 7847, 8153, 8439, 9150, 9625, 9933, 10934, 11142, 11413, 11678, 12081, 12239, 12301, 12304, 12306, 12384, 12385, 12386, 12392, 12395, 12489, 12609, 12636, 13779, 13785, 14112, 14925, 15596]",SUVQ.tsv
i be,2,144,"[6, 144, 205, 235, 257, 285, 318, 328, 362, 491, 622, 728, 741, 749, 802, 888, 1054, 1075, 1086, 1139, 1186, 1239, 1312, 1474, 1558, 1688, 2091, 2113, 2118, 2122, 2131, 2136, 2176, 2234, 2236, 2397, 2474, 2477, 2496, 2500, 2504, 2521, 2523, 2535, 2539, 2541, 2564, 2571, 2583, 2585, 2656, 2723, 2819, 2824, 2866, 2875, 2919, 2972, 2975, 3126, 3132, 3134, 3140, 3177, 3244, 3246, 3291, 3440, 3463, 3470, 3499, 3508, 3512, 3514, 3698, 3769, 3960, 3969, 4029, 4035, 4044, 4066, 4070, 4076, 4078, 4081, 4105, 4111, 4138, 4143, 4146, 4148, 4158, 4210, 4322, 4703, 4706, 4707, 4709, 4881, 5023, 5055, 5080, 5082, 5129, 5148, 5211, 5238, 5410, 5595, 5629, 5667, 5757, 5761, 5775, 5806, 5814, 5830, 5877, 5884, 5943, 6016, 6022, 6178, 6216, 6287, 6294, 6362, 6370, 6373, 6514, 6523, 6533, 6543, 6546, 6621, 6622, 6652, 6720, 6736, 6738, 6740, 6757, 6758, 6766, 6769, 6979, 7008, 7010, 7024, 7028, 7070, 7071, 7088, 7103, 7142, 7143, 7148, 7209, 7213, 7335, 7344, 7345, 7385, 7403, 7499, 7548, 7549, 7559, 7703, 7814, 7869, 7871, 7873, 8056, 8081, 8093, 8504, 8521, 8695, 8807, 8825, 9037, 9110, 9111, 9113, 9115, 9189, 9387, 9551, 9631, 9642, 9659, 9788, 9910, 9928, 9982, 9993, 10026, 10045, 10478, 10712, 10716, 10764, 10826, 10879, 10888, 10890, 10891, 11315, 11492, 11572, 11576, 11668, 12233, 12236, 12237, 12239, 12248, 12250, 12333, 12393, 12632, 12650, 13024, 13057, 13305, 13309, 13347, 13450, 13555, 13598, 13610, 13616, 13618, 13643, 13664, 13812, 13822, 13832, 13834, 13836, 13846, 13863, 14000, 14007, 14019, 14045, 14047, 14049, 14051, 14133, 14234, 14236, 14239, 14254, 14336, 14337, 14465, 14481, 14499, 14637, 14679, 14684, 14716, 15057, 15086, 15114, 15294, 15369, 15423, 15443, 15446, 15514, 15516, 15628]",SUVQ.tsv
say it's,2,235,"[6, 235, 3204, 4571, 8034, 8101, 8969, 12773, 13937, 15017]",SUVQ.tsv
say,1,154,"[6, 154, 205, 235, 257, 299, 328, 340, 344, 345, 430, 431, 449, 453, 456, 457, 470, 543, 598, 626, 649, 741, 782, 802, 885, 1007, 1011, 1039, 1075, 1186, 1234, 1372, 1453, 1529, 1558, 1582, 1602, 1960, 1998, 2101, 2176, 2182, 2220, 2310, 2344, 2355, 2363, 2367, 2372, 2404, 2460, 2480, 2720, 2772, 2811, 3102, 3190, 3204, 3252, 3265, 3328, 3329, 3417, 3477, 3479, 3499, 3508, 3769, 3792, 3799, 3841, 3932, 3969, 3986, 3988, 4029, 4034, 4035, 4055, 4101, 4107, 4154, 4220, 4225, 4233, 4311, 4466, 4511, 4567, 4571, 4881, 4938, 5033, 5327, 5328, 5388, 5410, 5412, 5414, 5461, 5463, 5472, 5493, 5577, 5581, 5667, 5694, 5746, 5750, 5777, 5874, 5883, 5894, 5918, 5919, 5956, 5971, 6027, 6057, 6104, 6139, 6178, 6288, 6290, 6291, 6293, 6477, 6479, 6511, 6652, 6719, 6761, 6762, 6793, 6796, 6838, 6972, 7019, 7024, 7133, 7148, 7215, 7230, 7237, 7250, 7280, 7335, 7380, 7438, 7445, 7476, 7477, 7572, 7574, 7657, 7697, 7703, 7800, 7896, 8012, 8034, 8093, 8097, 8101, 8145, 8156, 8158, 8160, 8162, 8190, 8218, 8329, 8376, 8390, 8391, 8420, 8477, 8688, 8705, 8716, 8739, 8756, 8787, 8831, 8839, 8846, 8848, 8888, 8945, 8969, 9038, 9258, 9372, 9419, 9592, 9598, 9600, 9613, 9631, 9634, 9667, 9684, 9691, 9693, 9721, 9727, 9979, 9992, 9993, 9999, 10028, 10111, 10112, 10129, 10224, 10408, 10466, 10535, 10764, 10880, 10946, 10954, 10964, 11038, 11074, 11281, 11315, 11386, 11410, 11432, 11434, 11446, 11471, 11507, 11524, 11528, 11544, 11545, 11574, 11687, 11799, 11801, 11812, 11938, 11952, 11981, 12013, 12130, 12333, 12465, 12536, 12539, 12547, 12559, 12576, 12596, 12599, 12602, 12632, 12649, 12650, 12659, 12674, 12680, 12692, 12695, 12699, 12773, 12903, 13009, 13141, 13179, 13235, 13256, 13348, 13350, 13359, 13417, 13426, 13428, 13440, 13442, 13482, 13512, 13515, 13534, 13569, 13610, 13639, 13658, 13660, 13765, 13798, 13800, 13812, 13819, 13820, 13832, 13854, 13923, 13937, 13941, 14018, 14039, 14045, 14143, 14152, 14170, 14194, 14231, 14256, 14268, 14336, 14338, 14372, 14433, 14534, 14552, 14589, 14672, 14973, 14980, 14981, 15017, 15019, 15294, 15313, 15374, 15377, 15384, 15401, 15480, 15514, 15581, 15601, 15628]",SUVQ.tsv
be a,2,14,"[6, 7, 10, 11, 14, 22, 359, 363, 473, 481, 764, 844, 885, 929, 959, 976, 995, 997, 1198, 1255, 1312, 1394, 1424, 1594, 1635, 1643, 1674, 1727, 2021, 2041, 2234, 2239, 2247, 2373, 2535, 2648, 2660, 2819, 2910, 3014, 3147, 3185, 3319, 3334, 3514, 3541, 3598, 3607, 3659, 3741, 3792, 3995, 4008, 4013, 4018, 4020, 4072, 4111, 4148, 4152, 4268, 4270, 4281, 4331, 4341, 4443, 4471, 4515, 4516, 4544, 4590, 4707, 4759, 4957, 5023, 5148, 5178, 5242, 5448, 5563, 5573, 5580, 5609, 5616, 5629, 5784, 5818, 5873, 6016, 6022, 6087, 6191, 6213, 6216, 6239, 6342, 6345, 6537, 6543, 6544, 6562, 6611, 6648, 6714, 6715, 6763, 6888, 6919, 6993, 7180, 7309, 7372, 7390, 7482, 7499, 7555, 7557, 7681, 7906, 7908, 7925, 8027, 8073, 8170, 8189, 8192, 8408, 8427, 8498, 8658, 8701, 8749, 8955, 9108, 9110, 9355, 9378, 9393, 9497, 9623, 9684, 9720, 9917, 9930, 10136, 10224, 10414, 10532, 10581, 10594, 10595, 10604, 10618, 10713, 10719, 10765, 10802, 10803, 10874, 10888, 10958, 10994, 11122, 11127, 11131, 11198, 11220, 11226, 11296, 11363, 11535, 11584, 11672, 11675, 11678, 11679, 11728, 11740, 11763, 11815, 11817, 11844, 11968, 12043, 12064, 12116, 12386, 12449, 12484, 12493, 12540, 12617, 12654, 12683, 12832, 12907, 13049, 13313, 13555, 13619, 13622, 13846, 13925, 13941, 13945, 13978, 13998, 14002, 14010, 14012, 14067, 14162, 14217, 14290, 14368, 14379, 14389, 14422, 14424, 14555, 14669, 15073, 15081, 15298, 15341, 15346, 15366, 15369, 15383, 15384, 15405, 15454, 15553, 15565]",SUVQ.tsv
be gonna,2,639,"[6, 257, 328, 639, 943, 978, 1007, 1186, 1558, 1746, 2691, 4881, 5080, 5236, 5667, 5884, 6291, 6294, 6546, 6652, 6740, 7148, 7438, 7703, 7800, 9037, 9625, 10764, 10842, 10965, 10991, 11354, 11415, 12632, 13057, 15569, 15628]",SUVQ.tsv
a long,2,1254,"[6, 764, 1254, 1255, 1416, 5160, 5849, 6882, 7073, 11142, 11678, 12304, 12306, 12395]",SUVQ.tsv
i know,2,189,"[6, 123, 166, 189, 415, 660, 676, 715, 786, 821, 848, 850, 858, 1006, 1075, 1079, 1126, 1206, 1307, 1328, 2004, 2024, 2117, 2171, 2174, 2651, 2752, 2817, 3230, 3309, 3456, 3624, 3637, 3712, 3767, 4056, 4072, 4160, 4305, 4413, 4517, 4543, 4554, 4754, 4782, 4813, 4815, 4855, 5043, 5045, 5048, 5130, 5151, 5188, 5218, 5220, 5335, 5425, 5781, 5887, 5929, 5961, 6332, 6762, 6872, 6874, 6879, 6904, 6907, 6992, 6995, 7083, 7146, 7285, 7563, 7698, 7723, 8033, 8110, 8196, 8223, 8242, 8396, 8555, 8648, 8711, 8725, 8969, 9338, 9453, 9486, 9643, 9645, 9646, 9683, 9992, 10000, 10323, 10392, 10545, 10703, 10762, 10807, 11140, 11152, 11281, 11284, 11359, 11577, 11579, 12058, 12065, 12084, 12348, 12350, 12353, 12769, 12776, 12836, 12916, 13099, 13306, 13343, 13730, 13814, 13834, 13840, 13854, 13885, 13916, 14139, 14151, 14218, 14508, 14509, 14521, 14522, 14601, 14623, 14626, 14652, 14781, 14825, 14906, 15008, 15053, 15244, 15261, 15273, 15354, 15382, 15420, 15458, 15473, 15639]",SUVQ.tsv
know i be,3,4709,"[6, 4709]",SUVQ.tsv
i be gonna,3,5080,"[6, 257, 328, 1186, 1558, 4881, 5080, 5667, 5884, 6294, 6546, 6652, 6740, 7148, 7703, 9037, 10764, 12632, 13057, 15628]",SUVQ.tsv
i know i,3,1079,"[6, 166, 676, 1079, 1307, 3309, 4815, 5045, 8223, 10323, 10545, 10807, 15473]",SUVQ.tsv
