Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
say,1,133,"[90, 133, 172, 187, 189, 192, 203, 250, 262, 288, 296, 315, 325, 327, 400, 402, 414, 436, 453, 462, 478, 510, 518]",SP9Z.tsv
to an,2,178,"[90, 178, 187, 436]",SP9Z.tsv
make,1,194,"[90, 194, 315, 416, 501]",SP9Z.tsv
all the,2,237,"[90, 237, 278, 372, 426]",SP9Z.tsv
give,1,158,"[90, 100, 158, 187, 250, 488, 498]",SP9Z.tsv
physics,1,117,"[92, 117, 121, 140, 206, 210, 211]",SP9Z.tsv
it but,2,94,"[77, 94, 443, 518]",SP9Z.tsv
want,1,98,"[19, 98, 244, 360, 423, 425, 443, 454]",SP9Z.tsv
he's,1,98,"[77, 98, 168, 510]",SP9Z.tsv
might,1,98,"[93, 98, 250, 323, 325, 476, 523]",SP9Z.tsv
so he,2,126,"[98, 126, 149]",SP9Z.tsv
at the time,3,474,"[98, 474, 483]",SP9Z.tsv
manchester,1,117,"[100, 117, 121]",SP9Z.tsv
really,1,102,"[51, 102, 215, 217, 299, 315, 358, 460]",SP9Z.tsv
come,1,104,"[99, 104, 112, 138, 140, 179, 181, 187, 208, 215, 259, 260, 264, 276, 290, 304, 339, 343, 376, 402, 414, 453, 455, 508]",SP9Z.tsv
have to,2,106,"[1, 89, 106, 197, 305, 382]",SP9Z.tsv
you have,2,106,"[9, 31, 106, 213, 228, 244, 450]",SP9Z.tsv
no no,2,183,"[106, 183, 241, 514]",SP9Z.tsv
they're,1,119,"[108, 119, 230, 469, 520]",SP9Z.tsv
for them,2,128,"[110, 128]",SP9Z.tsv
there's,1,164,"[110, 114, 164, 187, 299, 321, 360, 444, 462]",SP9Z.tsv
be in,2,132,"[19, 132, 134, 137, 175, 210, 301, 339, 520]",SP9Z.tsv
paranormal,1,158,"[132, 134, 158, 159, 205, 206, 474]",SP9Z.tsv
we've,1,237,"[132, 134, 237]",SP9Z.tsv
good,1,363,"[132, 134, 363]",SP9Z.tsv
scientific,1,134,"[128, 134, 174, 201, 205, 330]",SP9Z.tsv
the paranormal,2,158,"[134, 158, 159]",SP9Z.tsv
different,1,140,"[1, 140, 376, 410, 458, 476]",SP9Z.tsv
in relation to,3,140,"[76, 140]",SP9Z.tsv
a lot of,3,149,"[140, 149, 164, 170, 180, 204, 246, 376, 460]",SP9Z.tsv
be erm,2,140,"[125, 140, 187, 242, 355, 370, 446, 460, 510]",SP9Z.tsv
physicists,1,355,"[140, 355]",SP9Z.tsv
the time,2,426,"[98, 140, 426, 474, 483]",SP9Z.tsv
name,1,488,"[150, 167, 488]",SP9Z.tsv
do you,2,161,"[15, 54, 115, 153, 155, 161, 166, 219, 308, 326, 347, 441, 465]",SP9Z.tsv
he believe in,3,161,"[126, 159, 161]",SP9Z.tsv
explain,1,161,"[137, 161, 213, 215, 217, 219, 331, 334, 518]",SP9Z.tsv
believe in,2,328,"[126, 159, 161, 328, 518]",SP9Z.tsv
mean,1,161,"[53, 161, 181, 197, 208, 222, 246, 305, 309, 315, 326, 355, 388, 394, 416, 438, 460, 480, 484, 503, 508, 510, 514]",SP9Z.tsv
what do you,3,441,"[161, 308, 326, 441]",SP9Z.tsv
believe,1,160,"[126, 159, 160, 161, 280, 328, 474, 475, 518, 519]",SP9Z.tsv
phenomenon,1,161,"[125, 160, 161, 174, 270, 298, 334, 453, 474]",SP9Z.tsv
could,1,163,"[19, 49, 78, 163, 179, 187, 189, 192, 193, 196, 199, 200, 208, 301, 330, 335, 345, 353, 392, 402]",SP9Z.tsv
he believe,2,163,"[126, 163]",SP9Z.tsv
do he believe,3,163,"[159, 163]",SP9Z.tsv
it could,2,335,"[163, 335]",SP9Z.tsv
case,1,163,"[160, 163, 211, 298, 347, 465]",SP9Z.tsv
could be,2,200,"[163, 200, 353]",SP9Z.tsv
believe that,2,163,"[160, 163, 474, 519]",SP9Z.tsv
i be,2,175,"[71, 135, 158, 175, 423, 453]",SP9Z.tsv
why why,2,175,"[107, 175, 177]",SP9Z.tsv
why people do,3,176,"[175, 176]",SP9Z.tsv
study,1,176,"[175, 176, 178, 460, 465]",SP9Z.tsv
personally,1,185,"[175, 179, 185]",SP9Z.tsv
interest,1,175,"[135, 175, 179, 307, 355, 462, 478, 502]",SP9Z.tsv
why people,2,177,"[176, 177]",SP9Z.tsv
these things,2,177,"[176, 177, 246, 330, 331, 462]",SP9Z.tsv
sorry,1,239,"[177, 239]",SP9Z.tsv
experience,1,246,"[177, 246, 474, 476]",SP9Z.tsv
can i,2,194,"[179, 194]",SP9Z.tsv
explanation,1,288,"[179, 288, 330, 394, 509, 519]",SP9Z.tsv
you know what,3,179,"[172, 179, 476]",SP9Z.tsv
even,1,182,"[74, 90, 182, 278, 465, 469, 473]",SP9Z.tsv
you see,2,182,"[115, 182]",SP9Z.tsv
be it,2,182,"[121, 182, 246, 310, 480, 499]",SP9Z.tsv
know that,2,186,"[1, 186, 196, 248, 331, 336, 465]",SP9Z.tsv
thing,1,219,"[186, 219, 307, 451, 482, 494, 520]",SP9Z.tsv
you know that,3,196,"[1, 196, 336]",SP9Z.tsv
could have be,3,196,"[19, 196]",SP9Z.tsv
have be,2,181,"[19, 74, 181, 196, 199, 270, 432, 489]",SP9Z.tsv
could have,2,196,"[78, 196]",SP9Z.tsv
that could have be,4,199,"[196, 199]",SP9Z.tsv
principles,1,201,"[29, 137, 201]",SP9Z.tsv
experiment,1,339,"[201, 339, 370, 378, 384, 410, 411, 412, 423, 432, 478, 507]",SP9Z.tsv
it a,2,203,"[15, 203, 208, 488]",SP9Z.tsv
psychic,1,205,"[115, 205, 460]",SP9Z.tsv
phenomena don't,2,205,"[204, 205]",SP9Z.tsv
phenomena,1,205,"[204, 205]",SP9Z.tsv
have you,2,211,"[1, 78, 211, 303, 477]",SP9Z.tsv
try to,2,143,"[76, 128, 143, 208, 211, 250]",SP9Z.tsv
yes,1,211,"[80, 211]",SP9Z.tsv
try to find,3,211,"[128, 211]",SP9Z.tsv
the most,2,211,"[187, 211, 339, 355, 372, 434, 486, 509]",SP9Z.tsv
one,1,213,"[1, 71, 79, 117, 143, 187, 213, 219, 222, 244, 250, 266, 270, 274, 288, 296, 339, 355, 434, 436, 458, 486, 511]",SP9Z.tsv
exactly,1,213,"[21, 213, 492]",SP9Z.tsv
two,1,213,"[45, 213, 230, 244, 280, 288, 458]",SP9Z.tsv
the other,2,213,"[103, 213, 376, 384, 511, 520]",SP9Z.tsv
one of,2,213,"[117, 143, 187, 213, 222, 355, 436, 486]",SP9Z.tsv
erm that,2,268,"[213, 268, 330, 347]",SP9Z.tsv
much,1,215,"[9, 215, 254, 476]",SP9Z.tsv
you explain,2,219,"[215, 219]",SP9Z.tsv
another,1,266,"[215, 266, 274, 355]",SP9Z.tsv
why would,2,488,"[215, 488]",SP9Z.tsv
if it,2,217,"[41, 217, 510]",SP9Z.tsv
convince,1,351,"[217, 351, 469]",SP9Z.tsv
how many,2,223,"[54, 223, 407]",SP9Z.tsv
saw,1,223,"[219, 223, 261, 398, 469, 473]",SP9Z.tsv
poltergeist,1,225,"[219, 225, 321]",SP9Z.tsv
who be,2,229,"[135, 229, 244, 296, 343, 353, 370, 372, 388, 414, 432, 508, 511]",SP9Z.tsv
presumably,1,259,"[130, 259, 381]",SP9Z.tsv
house,1,259,"[246, 250, 259, 270, 292, 351]",SP9Z.tsv
back,1,280,"[72, 280, 331, 458, 460]",SP9Z.tsv
and he,2,280,"[77, 128, 137, 143, 170, 280, 290, 292, 351, 357, 394]",SP9Z.tsv
call,1,280,"[111, 121, 208, 274, 280, 292, 330, 339, 376, 411, 480, 485, 489, 499]",SP9Z.tsv
in his,2,351,"[280, 351, 402]",SP9Z.tsv
erm who,2,353,"[280, 353]",SP9Z.tsv
he have,2,357,"[280, 357]",SP9Z.tsv
anyway,1,357,"[280, 357, 370]",SP9Z.tsv
basis,1,281,"[1, 128, 281]",SP9Z.tsv
what what,2,325,"[281, 325, 379, 420, 476]",SP9Z.tsv
an explanation,2,330,"[299, 330, 394]",SP9Z.tsv
explanation for,2,299,"[288, 299, 330, 394]",SP9Z.tsv
move,1,301,"[36, 41, 301, 327]",SP9Z.tsv
what do you think,4,441,"[308, 441]",SP9Z.tsv
you think,2,474,"[308, 473, 474]",SP9Z.tsv
have go,2,311,"[74, 311, 314]",SP9Z.tsv
you should have,3,311,"[78, 311]",SP9Z.tsv
to turn leave,3,313,"[312, 313]",SP9Z.tsv
leave,1,313,"[312, 313, 314, 392, 446]",SP9Z.tsv
turn leave,2,314,"[313, 314]",SP9Z.tsv
that's that's,2,470,"[322, 470]",SP9Z.tsv
know that they,3,331,"[1, 331]",SP9Z.tsv
seem,1,331,"[3, 331]",SP9Z.tsv
something,1,331,"[74, 76, 121, 331, 394, 400, 465, 473, 480, 489, 490]",SP9Z.tsv
he and,2,331,"[76, 331]",SP9Z.tsv
use,1,246,"[66, 107, 246, 288, 290, 331, 351]",SP9Z.tsv
haven't discover yet,3,331,"[330, 331]",SP9Z.tsv
discover,1,331,"[330, 331]",SP9Z.tsv
know a,2,331,"[252, 331, 353]",SP9Z.tsv
because he,2,331,"[276, 282, 331, 355, 402]",SP9Z.tsv
but it,2,334,"[53, 77, 80, 121, 125, 298, 307, 334, 382, 501]",SP9Z.tsv
what you,2,334,"[208, 330, 334, 474, 475]",SP9Z.tsv
that there,2,336,"[292, 330, 336, 462, 519]",SP9Z.tsv
yeah yeah,2,346,"[164, 166, 346, 350, 424, 474]",SP9Z.tsv
when be,2,373,"[123, 373]",SP9Z.tsv
when when,2,373,"[312, 373]",SP9Z.tsv
what do,2,441,"[379, 427, 441]",SP9Z.tsv
isn't it,2,387,"[210, 387, 476]",SP9Z.tsv
they do,2,407,"[1, 3, 58, 292, 407, 440, 507, 510, 511, 516]",SP9Z.tsv
do do,2,407,"[69, 115, 407]",SP9Z.tsv
the scole experiment,3,411,"[370, 378, 384, 411, 412, 478, 507]",SP9Z.tsv
want to,2,423,"[19, 360, 423, 443]",SP9Z.tsv
be go,2,312,"[250, 256, 312, 423]",SP9Z.tsv
up that,2,423,"[314, 423]",SP9Z.tsv
a bite,2,443,"[314, 443, 491, 522, 523]",SP9Z.tsv
a bite more,3,491,"[443, 491]",SP9Z.tsv
you have a,3,450,"[9, 450]",SP9Z.tsv
it's very,2,450,"[363, 450, 516]",SP9Z.tsv
have a,2,450,"[9, 246, 305, 376, 450, 455]",SP9Z.tsv
society,1,172,"[115, 172, 174, 187, 208, 446, 455, 460, 503]",SP9Z.tsv
scientist,1,455,"[349, 455, 480, 489]",SP9Z.tsv
a an,2,488,"[455, 488]",SP9Z.tsv
or something,2,465,"[74, 394, 400, 465]",SP9Z.tsv
do you know,3,465,"[153, 166, 347, 465]",SP9Z.tsv
you know i,3,465,"[314, 465]",SP9Z.tsv
that we,2,465,"[330, 465]",SP9Z.tsv
where they,2,467,"[1, 384, 467]",SP9Z.tsv
it's the,2,473,"[241, 473, 500]",SP9Z.tsv
think you,2,473,"[314, 473]",SP9Z.tsv
yeah sure,2,475,"[474, 475]",SP9Z.tsv
you be,2,477,"[103, 416, 477]",SP9Z.tsv
but at the,3,477,"[474, 477]",SP9Z.tsv
time you,2,477,"[474, 477]",SP9Z.tsv
you wouldn't have,3,485,"[1, 485]",SP9Z.tsv
you wouldn't,2,485,"[1, 394, 485, 489]",SP9Z.tsv
one of the,3,187,"[117, 187, 355, 434, 486]",SP9Z.tsv
one of the most,4,486,"[355, 434, 486]",SP9Z.tsv
unconvincing,1,488,"[486, 488]",SP9Z.tsv
wouldn't have,2,489,"[1, 489]",SP9Z.tsv
be a,2,489,"[43, 121, 135, 168, 181, 199, 246, 248, 276, 314, 315, 325, 339, 353, 474, 476, 489, 509, 519, 522, 523]",SP9Z.tsv
have be a,3,489,"[199, 489]",SP9Z.tsv
pull,1,489,"[314, 489]",SP9Z.tsv
be pull,2,489,"[488, 489]",SP9Z.tsv
germanium transistors,2,493,"[480, 492, 493, 498]",SP9Z.tsv
germanium,1,499,"[480, 492, 498, 499]",SP9Z.tsv
it be a,3,509,"[43, 246, 476, 509]",SP9Z.tsv
and i,2,511,"[71, 242, 305, 449, 458, 511]",SP9Z.tsv
erm who be,3,511,"[353, 511]",SP9Z.tsv
do i,2,519,"[72, 388, 519]",SP9Z.tsv
side,1,519,"[231, 376, 384, 519, 520]",SP9Z.tsv
there be a,3,519,"[314, 353, 519]",SP9Z.tsv
that there be,3,519,"[292, 330, 519]",SP9Z.tsv
school,1,31,"[2, 6, 8, 31, 339]",SP9Z.tsv
that's what,2,206,"[2, 206, 208, 334]",SP9Z.tsv
i don't,2,222,"[2, 6, 110, 118, 132, 134, 186, 222, 309, 315, 329, 334, 336, 420, 442, 454, 475, 513]",SP9Z.tsv
though,1,278,"[2, 26, 278]",SP9Z.tsv
i don't i don't,4,315,"[2, 315, 475]",SP9Z.tsv
comprehensive school,2,31,"[6, 31]",SP9Z.tsv
education,1,43,"[3, 6, 43]",SP9Z.tsv
of of,2,206,"[6, 206, 460]",SP9Z.tsv
standard,1,206,"[3, 6, 206]",SP9Z.tsv
either,1,315,"[6, 182, 315]",SP9Z.tsv
look at,2,125,"[8, 125, 480]",SP9Z.tsv
be do,2,158,"[8, 158, 339, 372, 376, 382, 386]",SP9Z.tsv
you can,2,183,"[8, 183, 186, 203, 213, 516]",SP9Z.tsv
what they,2,206,"[8, 206, 250, 469]",SP9Z.tsv
what they be,3,250,"[8, 250]",SP9Z.tsv
yeah but,2,160,"[12, 160, 484]",SP9Z.tsv
sort of,2,244,"[12, 20, 82, 132, 140, 163, 201, 213, 217, 244, 252, 255, 258, 268, 326, 331, 334, 379, 458, 460, 482, 490]",SP9Z.tsv
of both,2,276,"[12, 276]",SP9Z.tsv
and the,2,298,"[12, 134, 280, 298, 451]",SP9Z.tsv
the bottom,2,510,"[12, 510]",SP9Z.tsv
i do,2,154,"[18, 61, 66, 67, 154, 166, 299, 458, 519]",SP9Z.tsv
yeah i do,3,166,"[18, 166]",SP9Z.tsv
yeah i,2,166,"[18, 61, 68, 166, 179, 305, 502]",SP9Z.tsv
i think it's,3,222,"[18, 175, 179, 222, 458, 465, 502]",SP9Z.tsv
think it's,2,436,"[18, 175, 179, 436, 458, 465, 502, 513]",SP9Z.tsv
i think i,3,454,"[18, 66, 68, 454]",SP9Z.tsv
level,1,40,"[20, 22, 40, 43, 47, 84]",SP9Z.tsv
so i,2,158,"[20, 158]",SP9Z.tsv
but you know,3,172,"[20, 172, 174, 455]",SP9Z.tsv
to be,2,181,"[20, 90, 106, 181, 334, 372, 382]",SP9Z.tsv
yeah a,2,260,"[20, 260]",SP9Z.tsv
you know there be some,5,315,"[20, 315]",SP9Z.tsv
you know there be,4,392,"[20, 392, 462]",SP9Z.tsv
the same,2,430,"[20, 65, 203, 213, 430, 477]",SP9Z.tsv
so i think,3,454,"[20, 454]",SP9Z.tsv
sort of a,3,460,"[20, 140, 163, 460]",SP9Z.tsv
that they be,3,143,"[22, 143]",SP9Z.tsv
like the,2,462,"[22, 213, 462]",SP9Z.tsv
be you know,3,246,"[24, 246, 290, 453]",SP9Z.tsv
that the,2,248,"[24, 248, 475, 478, 503]",SP9Z.tsv
some people,2,250,"[24, 165, 250, 327, 440]",SP9Z.tsv
difficult,1,43,"[25, 26, 43]",SP9Z.tsv
and you know,3,244,"[26, 36, 244, 296, 400, 462, 465]",SP9Z.tsv
